timestamp,symbol,order_id,perm_id,action,order_type,quantity,status,filled_qty,avg_fill_price
2026-03-12T21:38:32,QQQ,4,531855528,SELL,MKT,5.0,Filled,5.0,596.65
2026-03-12T21:38:33,SPY,6,531855529,SELL,MKT,4.0,Filled,4.0,666.35
